Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2010012667911,19-Jan-10,1/13/10 0:00,F,Foreign airport,Air France,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,$0.00 ,Deny
2010012667918,19-Jan-10,1/4/10 18:30,BNA,Nashville International,Frontier Airlines,Property Damage,Checked Baggage,Medical/Science,$82.50 ,Settle
2010012667924,19-Jan-10,1/2/10 12:00,PBI,Palm Beach International,Northwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012767925,19-Jan-10,1/5/10 11:00,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,-,-
2010012767930,19-Jan-10,1/7/10 15:30,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2010012267782,20-Jan-10,1/5/10 15:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Travel Accessories,-,-
2010012267796,20-Jan-10,1/11/10 18:30,BOS,Boston (Logan) International Airport ,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras; Personal Electronics,$0.00 ,Deny
2010012267803,20-Jan-10,1/4/10 0:00,MCO,Orlando International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012267806,20-Jan-10,1/1/10 0:00,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checked Baggage,Home Decor,-,-
2010012567815,20-Jan-10,1/7/10 0:00,BMI,Bloomington-Normal Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012567816,20-Jan-10,1/7/10 0:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012567817,20-Jan-10,1/15/10 14:00,OMA,Eppley Airfield,-,Property Damage,Checkpoint,Computer & Accessories,$219.65 ,Settle
2010012567818,20-Jan-10,1/11/10 16:00,IAD,Washington Dulles International,Lufthansa  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010012567823,20-Jan-10,1/17/10 13:00,MEM,Memphis International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012567825,20-Jan-10,1/18/10 0:00,JFK,John F. Kennedy International,Carribean Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,"$2,101.55 ",Settle
2010012567826,20-Jan-10,1/14/10 16:00,BNA,Nashville International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$37.50 ,Settle
2010012567830,20-Jan-10,1/15/10 13:25,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,-,-,-
2010012567833,20-Jan-10,1/15/10 15:30,IAD,Washington Dulles International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012567839,20-Jan-10,1/18/10 0:00,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010012567849,20-Jan-10,1/9/10 10:15,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Property Damage,Checkpoint,Other,$0.00 ,Deny
2010012667854,20-Jan-10,1/18/10 18:00,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010012667863,20-Jan-10,1/10/10 16:00,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,$42.00 ,Approve in Full
2010012667883,20-Jan-10,1/3/10 8:00,STL,Lambert St. Louis International,Southwest Airlines  ,Property Damage,Checkpoint,Travel Accessories,$198.71 ,Approve in Full
2010012767938,20-Jan-10,1/6/10 0:00,HNL,Honolulu International Airport,OMNI Air Express- (OY),Property Damage,Checkpoint,Audio/Video,$80.00 ,Approve in Full
2010012767941,20-Jan-10,1/5/10 0:00,SMF,Sacramento International Airport,USAir  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2010012767949,20-Jan-10,1/1/10 0:00,GRR,Gerald R. Ford International Airport,Northwest Airlines  ,Property Damage,Checked Baggage,Household Items,$51.99 ,Approve in Full
2010012767954,20-Jan-10,1/10/10 13:01,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012767973,20-Jan-10,1/2/10 14:15,LGA,LaGuardia ,USAir  ,Property Damage,Checkpoint,Clothing,$29.99 ,Approve in Full
2010020268182,20-Jan-10,1/17/10 10:45,JAX,Jacksonville International,American Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00 ,Deny
2010012667874,21-Jan-10,1/4/10 0:00,HSV,Huntsville International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2010012667886,21-Jan-10,1/5/10 0:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010012667890,21-Jan-10,1/26/10 0:00,-,-,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras; Other,-,-
2010012667893,21-Jan-10,1/9/10 8:30,PIE,St. Petersburg-Clearwater International,Allegiant Air,Property Damage,Checkpoint,Other,$30.00 ,Approve in Full
2010012667904,21-Jan-10,1/17/10 13:50,KOA,Kona International,Alaska Airlines  ,Property Damage,Checkpoint,Cameras,$160.00 ,Approve in Full
2010012667908,21-Jan-10,1/13/10 15:55,IAD,Washington Dulles International,Qatar airlines,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches; Jewelry & Watches; Office Equipment & Supplies; Personal Accessories; Personal Accessories,$0.00 ,Deny
2010012667913,21-Jan-10,1/3/10 15:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,$0.00 ,Deny
2010012667921,21-Jan-10,1/15/10 0:00,KOA,Kona International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,$0.00 ,Deny
2010012667922,21-Jan-10,1/12/10 0:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2010012767945,21-Jan-10,1/8/10 12:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Medical/Science; Personal Electronics,$0.00 ,Deny
2010012867985,21-Jan-10,1/4/10 0:00,LAX,Los Angeles International Airport ,Qantus Airways  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010012867997,21-Jan-10,1/4/10 0:00,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010012267760,22-Jan-10,1/7/10 17:00,MCO,Orlando International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010012267813,22-Jan-10,1/10/10 0:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010012767931,22-Jan-10,1/5/10 19:00,JFK,John F. Kennedy International,Swiss Air  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2010012767933,22-Jan-10,1/7/10 0:00,TPA,Tampa International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012767936,22-Jan-10,1/19/10 15:00,PHX,Phoenix Sky Harbor International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,-,$17.74 ,Approve in Full
2010012767940,22-Jan-10,1/3/10 0:00,MHT,Manchester Regional Airport,USAir  ,Property Damage,Checked Baggage,"Baggage/Cases/Purses; Books, Magazines & Other; Other",$0.00 ,Deny
2010012767947,22-Jan-10,1/11/10 22:20,BZN,Gallatin Field,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010012767950,22-Jan-10,1/18/10 17:00,MDT,Harrisburg International,UAL  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2010012767952,22-Jan-10,1/4/10 6:00,BOS,Boston (Logan) International Airport ,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012767955,22-Jan-10,1/15/10 13:30,ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Household Items,$75.00 ,Approve in Full
2010012767956,22-Jan-10,1/14/10 5:50,SBY,Salisbury/Wicomico County Regional,UAL  ,Property Damage,Checked Baggage,Other,$150.00 ,Approve in Full
2010012767959,22-Jan-10,1/10/10 0:00,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012767971,22-Jan-10,1/15/10 16:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,-,$0.00 ,Deny
2010012767975,22-Jan-10,1/3/10 0:00,SJC,Norman Y Mineta San Jose International,Continental Airlines  ,Property Damage,Checked Baggage,Cameras,$0.00 ,Deny
2010012767976,22-Jan-10,1/19/10 6:30,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Clothing; Medical/Science,$0.00 ,Deny
2010012767981,22-Jan-10,1/16/10 16:14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2010012867986,22-Jan-10,1/5/10 0:00,GRR,Gerald R. Ford International Airport,Northwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012867988,22-Jan-10,1/17/10 0:00,SJU,Luis Munoz Marin International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Computer & Accessories; Personal Electronics,$0.00 ,Deny
2010012867996,22-Jan-10,1/20/10 0:00,ORD,Chicago O'Hare International Airport,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$0.00 ,Deny
2010012868004,22-Jan-10,1/17/10 18:30,MKE,General Mitchell International Airport,Midwest Express Airlines  ,Property Damage,Checkpoint,Other,$175.00 ,Settle
2010012868012,22-Jan-10,1/10/10 0:00,BTR,Baton Rouge Metropolitan,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Currency; Medical/Science; Other,$0.00 ,Deny
2010012868015,22-Jan-10,1/20/10 0:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2010012868020,22-Jan-10,1/17/10 10:15,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checked Baggage,Audio/Video,$0.00 ,Deny
2010012868029,25-Jan-10,1/15/10 0:00,ORF,Norfolk International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$49.00 ,Approve in Full
2010012167747,25-Jan-10,1/14/10 13:00,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2010012267789,25-Jan-10,1/6/10 14:30,EWR,Newark International Airport,Continental Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$511.70 ,Approve in Full
2010012267809,25-Jan-10,1/17/10 0:00,JFK,John F. Kennedy International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012567842,25-Jan-10,1/10/10 21:35,JFK,John F. Kennedy International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
2010012567847,25-Jan-10,1/3/10 0:00,BMI,Bloomington-Normal Airport,AirTran Airlines,Property Damage,Checkpoint,Toys & Games,$235.00 ,Settle
2010012767960,25-Jan-10,1/18/10 11:00,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Toys & Games,$0.00 ,Deny
2010012767964,25-Jan-10,1/4/10 0:00,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012767966,25-Jan-10,1/14/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
2010012767969,25-Jan-10,1/14/10 9:30,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010012767970,25-Jan-10,1/18/10 0:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010012767979,25-Jan-10,1/10/10 0:00,JFK,John F. Kennedy International,Lan Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010012767980,25-Jan-10,1/18/10 13:30,MIA,Miami International Airport,Finnair,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010012767982,25-Jan-10,1/18/10 16:00,SLC,Salt Lake City International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010012867998,25-Jan-10,1/23/10 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012867999,25-Jan-10,1/15/10 0:00,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012868003,25-Jan-10,1/11/10 9:55,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Household Items,$0.00 ,Deny
2010012868007,25-Jan-10,1/14/10 5:45,COS,Colorado Springs Municipal,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,"$2,500.00 ",Settle
2010012868009,25-Jan-10,1/12/10 16:00,MIA,Miami International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012868010,25-Jan-10,1/18/10 0:00,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,-,-
2010012868011,25-Jan-10,1/5/10 0:00,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012868013,25-Jan-10,1/16/10 0:00,HNL,Honolulu International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010012868016,25-Jan-10,1/20/10 18:35,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012868022,25-Jan-10,1/15/10 0:00,FAI,Fairbanks International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,Deny
2010012868023,25-Jan-10,1/18/10 0:00,MIA,Miami International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010012868024,25-Jan-10,1/13/10 0:00,BOS,Boston (Logan) International Airport ,-,Passenger Property Loss,Checked Baggage,Cameras; Clothing,$0.00 ,Deny
2010012868027,25-Jan-10,1/9/10 0:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010012868033,25-Jan-10,1/2/10 3:20,GSN,Saipan International,-,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010012868035,25-Jan-10,1/2/10 14:00,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2010012868036,25-Jan-10,1/1/10 0:00,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other; Personal Electronics,$0.00 ,Deny
2010012868038,25-Jan-10,1/1/10 0:00,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012868040,25-Jan-10,1/13/10 0:00,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010012968056,25-Jan-10,1/11/10 6:22,MIA,Miami International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$170.34 ,Settle
2010012968057,25-Jan-10,1/17/10 7:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,240.00 ",Settle
2010012968059,25-Jan-10,1/16/10 0:00,MCI,Kansas City International,Midwest Express Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2010012968064,25-Jan-10,1/16/10 11:15,MCO,Orlando International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010012968067,25-Jan-10,1/7/10 9:45,ISP,"Long Island McArthur, Islip",Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010012968072,25-Jan-10,1/11/10 13:30,EWR,Newark International Airport,Continental Express Inc  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020268127,25-Jan-10,1/5/10 10:00,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,$0.00 ,Deny
2010020368208,25-Jan-10,1/17/10 7:00,DFW,Dallas-Fort Worth International Airport ,USAir  ,Property Damage,Checkpoint,Other,$0.00 ,Deny
2010020368210,25-Jan-10,1/4/10 0:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020368215,25-Jan-10,1/1/10 0:00,ALB,Albany International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020368237,25-Jan-10,1/5/10 0:00,BOS,Boston (Logan) International Airport ,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020468272,25-Jan-10,1/2/10 0:00,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$73.40 ,Approve in Full
2010020468277,25-Jan-10,1/7/10 0:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,"Books, Magazines & Other",$0.00 ,Deny
2010020468288,25-Jan-10,1/7/10 8:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
2010020568345,25-Jan-10,1/11/10 15:00,BGR,Bangor International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020568360,25-Jan-10,1/4/10 5:30,EWN,Craven County Regional,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2010012667903,26-Jan-10,1/18/10 13:05,MIA,Miami International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010012868017,26-Jan-10,1/11/10 10:00,ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010012868018,26-Jan-10,1/4/10 15:00,ABE,"Lehigh Valley International Airport, Allentown",AirTran Airlines,Property Damage,Checkpoint,Clothing,$84.75 ,Approve in Full
2010012868021,26-Jan-10,1/10/10 13:00,HDN,Yampa Valley Regional,US Express,Passenger Property Loss,Checked Baggage,Clothing; Sporting Equipment & Supplies,$85.00 ,Settle
2010012868041,26-Jan-10,1/20/10 0:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010012968045,26-Jan-10,1/4/10 0:00,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Other,$0.00 ,Deny
2010012968055,26-Jan-10,1/7/10 0:00,F,Foreign airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2010012968071,26-Jan-10,1/19/10 14:15,ORD,Chicago O'Hare International Airport,-,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010012968074,26-Jan-10,1/19/10 0:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$124.00 ,Approve in Full
